office,id,ad,ed,candidate,party,votes
President/Vice President**,26825,44,78,Donald J. Trump JD Vance,Republican,100
President/Vice President**,26825,44,78,Donald J. Trump JD Vance,Conservative,14
President/Vice President**,26825,44,78,Kamala D. Harris Tim Walz,Working Families,43
President/Vice President**,26825,44,78,WRITE-IN,,20
President/Vice President**,26825,44,79,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,44,79,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,44,79,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,44,79,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,44,79,WRITE-IN,,0
President/Vice President**,26825,44,80,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,44,80,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,44,80,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,44,80,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,44,80,WRITE-IN,,0
President/Vice President**,26825,44,81,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,44,81,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,44,81,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,44,81,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,44,81,WRITE-IN,,0
President/Vice President**,26825,44,82,Kamala D. Harris Tim Walz,Democratic,182
President/Vice President**,26825,44,82,Donald J. Trump JD Vance,Republican,2
President/Vice President**,26825,44,82,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,44,82,Kamala D. Harris Tim Walz,Working Families,57
President/Vice President**,26825,44,82,WRITE-IN,,8
President/Vice President**,26825,44,83,Kamala D. Harris Tim Walz,Democratic,232
President/Vice President**,26825,44,83,Donald J. Trump JD Vance,Republican,5
President/Vice President**,26825,44,83,Donald J. Trump JD Vance,Conservative,1
President/Vice President**,26825,44,83,Kamala D. Harris Tim Walz,Working Families,47
President/Vice President**,26825,44,83,WRITE-IN,,11
President/Vice President**,26825,44,84,Kamala D. Harris Tim Walz,Democratic,337
President/Vice President**,26825,44,84,Donald J. Trump JD Vance,Republican,13
President/Vice President**,26825,44,84,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,44,84,Kamala D. Harris Tim Walz,Working Families,94
President/Vice President**,26825,44,84,WRITE-IN,,12
President/Vice President**,26825,44,85,Kamala D. Harris Tim Walz,Democratic,204
President/Vice President**,26825,44,85,Donald J. Trump JD Vance,Republican,10
President/Vice President**,26825,44,85,Donald J. Trump JD Vance,Conservative,3
President/Vice President**,26825,44,85,Kamala D. Harris Tim Walz,Working Families,43
President/Vice President**,26825,44,85,WRITE-IN,,3
President/Vice President**,26825,44,86,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,44,86,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,44,86,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,44,86,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,44,86,WRITE-IN,,0
President/Vice President**,26825,44,87,Kamala D. Harris Tim Walz,Democratic,14
President/Vice President**,26825,44,87,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,44,87,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,44,87,Kamala D. Harris Tim Walz,Working Families,1
President/Vice President**,26825,44,87,WRITE-IN,,0
President/Vice President**,26825,44,88,Kamala D. Harris Tim Walz,Democratic,142
President/Vice President**,26825,44,88,Donald J. Trump JD Vance,Republican,83
President/Vice President**,26825,44,88,Donald J. Trump JD Vance,Conservative,6
President/Vice President**,26825,44,88,Kamala D. Harris Tim Walz,Working Families,20
President/Vice President**,26825,44,88,WRITE-IN,,13
President/Vice President**,26825,44,89,Kamala D. Harris Tim Walz,Democratic,130
President/Vice President**,26825,44,89,Donald J. Trump JD Vance,Republican,33
President/Vice President**,26825,44,89,Donald J. Trump JD Vance,Conservative,2
President/Vice President**,26825,44,89,Kamala D. Harris Tim Walz,Working Families,25
President/Vice President**,26825,44,89,WRITE-IN,,6
President/Vice President**,26825,45,1,Kamala D. Harris Tim Walz,Democratic,74
President/Vice President**,26825,45,1,Donald J. Trump JD Vance,Republican,277
President/Vice President**,26825,45,1,Donald J. Trump JD Vance,Conservative,23
President/Vice President**,26825,45,1,Kamala D. Harris Tim Walz,Working Families,6
President/Vice President**,26825,45,1,WRITE-IN,,4
President/Vice President**,26825,45,2,Kamala D. Harris Tim Walz,Democratic,53
President/Vice President**,26825,45,2,Donald J. Trump JD Vance,Republican,232
President/Vice President**,26825,45,2,Donald J. Trump JD Vance,Conservative,22
President/Vice President**,26825,45,2,Kamala D. Harris Tim Walz,Working Families,9
President/Vice President**,26825,45,2,WRITE-IN,,2
President/Vice President**,26825,45,3,Kamala D. Harris Tim Walz,Democratic,120
President/Vice President**,26825,45,3,Donald J. Trump JD Vance,Republican,270
President/Vice President**,26825,45,3,Donald J. Trump JD Vance,Conservative,14
President/Vice President**,26825,45,3,Kamala D. Harris Tim Walz,Working Families,13
President/Vice President**,26825,45,3,WRITE-IN,,4
President/Vice President**,26825,45,4,Kamala D. Harris Tim Walz,Democratic,165
President/Vice President**,26825,45,4,Donald J. Trump JD Vance,Republican,385
President/Vice President**,26825,45,4,Donald J. Trump JD Vance,Conservative,23
President/Vice President**,26825,45,4,Kamala D. Harris Tim Walz,Working Families,11
President/Vice President**,26825,45,4,WRITE-IN,,13
President/Vice President**,26825,45,5,Kamala D. Harris Tim Walz,Democratic,85
President/Vice President**,26825,45,5,Donald J. Trump JD Vance,Republican,157
President/Vice President**,26825,45,5,Donald J. Trump JD Vance,Conservative,15
President/Vice President**,26825,45,5,Kamala D. Harris Tim Walz,Working Families,9
President/Vice President**,26825,45,5,WRITE-IN,,2
President/Vice President**,26825,45,6,Kamala D. Harris Tim Walz,Democratic,113
President/Vice President**,26825,45,6,Donald J. Trump JD Vance,Republican,198
President/Vice President**,26825,45,6,Donald J. Trump JD Vance,Conservative,13
President/Vice President**,26825,45,6,Kamala D. Harris Tim Walz,Working Families,7
President/Vice President**,26825,45,6,WRITE-IN,,6
President/Vice President**,26825,45,7,Kamala D. Harris Tim Walz,Democratic,100
President/Vice President**,26825,45,7,Donald J. Trump JD Vance,Republican,639
President/Vice President**,26825,45,7,Donald J. Trump JD Vance,Conservative,55
President/Vice President**,26825,45,7,Kamala D. Harris Tim Walz,Working Families,6
President/Vice President**,26825,45,7,WRITE-IN,,7
President/Vice President**,26825,45,8,Kamala D. Harris Tim Walz,Democratic,40
President/Vice President**,26825,45,8,Donald J. Trump JD Vance,Republican,481
President/Vice President**,26825,45,8,Donald J. Trump JD Vance,Conservative,44
President/Vice President**,26825,45,8,Kamala D. Harris Tim Walz,Working Families,4
President/Vice President**,26825,45,8,WRITE-IN,,3
President/Vice President**,26825,45,9,Kamala D. Harris Tim Walz,Democratic,117
President/Vice President**,26825,45,9,Donald J. Trump JD Vance,Republican,424
President/Vice President**,26825,45,9,Donald J. Trump JD Vance,Conservative,37
President/Vice President**,26825,45,9,Kamala D. Harris Tim Walz,Working Families,7
President/Vice President**,26825,45,9,WRITE-IN,,7
President/Vice President**,26825,45,10,Kamala D. Harris Tim Walz,Democratic,41
President/Vice President**,26825,45,10,Donald J. Trump JD Vance,Republican,412
President/Vice President**,26825,45,10,Donald J. Trump JD Vance,Conservative,34
President/Vice President**,26825,45,10,Kamala D. Harris Tim Walz,Working Families,2
President/Vice President**,26825,45,10,WRITE-IN,,5
President/Vice President**,26825,45,11,Kamala D. Harris Tim Walz,Democratic,48
President/Vice President**,26825,45,11,Donald J. Trump JD Vance,Republican,475
President/Vice President**,26825,45,11,Donald J. Trump JD Vance,Conservative,52
President/Vice President**,26825,45,11,Kamala D. Harris Tim Walz,Working Families,4
President/Vice President**,26825,45,11,WRITE-IN,,2
President/Vice President**,26825,45,12,Kamala D. Harris Tim Walz,Democratic,32
President/Vice President**,26825,45,12,Donald J. Trump JD Vance,Republican,82
President/Vice President**,26825,45,12,Donald J. Trump JD Vance,Conservative,11
President/Vice President**,26825,45,12,Kamala D. Harris Tim Walz,Working Families,2
President/Vice President**,26825,45,12,WRITE-IN,,0
President/Vice President**,26825,45,13,Kamala D. Harris Tim Walz,Democratic,21
President/Vice President**,26825,45,13,Donald J. Trump JD Vance,Republican,222
President/Vice President**,26825,45,13,Donald J. Trump JD Vance,Conservative,15
President/Vice President**,26825,45,13,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,45,13,WRITE-IN,,2
President/Vice President**,26825,45,14,Kamala D. Harris Tim Walz,Democratic,58
President/Vice President**,26825,45,14,Donald J. Trump JD Vance,Republican,347
President/Vice President**,26825,45,14,Donald J. Trump JD Vance,Conservative,21
President/Vice President**,26825,45,14,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,45,14,WRITE-IN,,6
President/Vice President**,26825,45,15,Kamala D. Harris Tim Walz,Democratic,69
President/Vice President**,26825,45,15,Donald J. Trump JD Vance,Republican,465
President/Vice President**,26825,45,15,Donald J. Trump JD Vance,Conservative,41
President/Vice President**,26825,45,15,Kamala D. Harris Tim Walz,Working Families,13
President/Vice President**,26825,45,15,WRITE-IN,,3
President/Vice President**,26825,45,16,Kamala D. Harris Tim Walz,Democratic,90
President/Vice President**,26825,45,16,Donald J. Trump JD Vance,Republican,797
President/Vice President**,26825,45,16,Donald J. Trump JD Vance,Conservative,96
President/Vice President**,26825,45,16,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,45,16,WRITE-IN,,10
President/Vice President**,26825,45,17,Kamala D. Harris Tim Walz,Democratic,57
President/Vice President**,26825,45,17,Donald J. Trump JD Vance,Republican,289
President/Vice President**,26825,45,17,Donald J. Trump JD Vance,Conservative,16
President/Vice President**,26825,45,17,Kamala D. Harris Tim Walz,Working Families,2
President/Vice President**,26825,45,17,WRITE-IN,,0
President/Vice President**,26825,45,18,Kamala D. Harris Tim Walz,Democratic,23
President/Vice President**,26825,45,18,Donald J. Trump JD Vance,Republican,60
President/Vice President**,26825,45,18,Donald J. Trump JD Vance,Conservative,7
President/Vice President**,26825,45,18,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,45,18,WRITE-IN,,1
President/Vice President**,26825,45,19,Kamala D. Harris Tim Walz,Democratic,33
President/Vice President**,26825,45,19,Donald J. Trump JD Vance,Republican,56
President/Vice President**,26825,45,19,Donald J. Trump JD Vance,Conservative,6
President/Vice President**,26825,45,19,Kamala D. Harris Tim Walz,Working Families,1
President/Vice President**,26825,45,19,WRITE-IN,,1
President/Vice President**,26825,45,20,Kamala D. Harris Tim Walz,Democratic,155
President/Vice President**,26825,45,20,Donald J. Trump JD Vance,Republican,622
President/Vice President**,26825,45,20,Donald J. Trump JD Vance,Conservative,21
President/Vice President**,26825,45,20,Kamala D. Harris Tim Walz,Working Families,13
President/Vice President**,26825,45,20,WRITE-IN,,12
President/Vice President**,26825,45,21,Kamala D. Harris Tim Walz,Democratic,39
President/Vice President**,26825,45,21,Donald J. Trump JD Vance,Republican,83
President/Vice President**,26825,45,21,Donald J. Trump JD Vance,Conservative,7
President/Vice President**,26825,45,21,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,45,21,WRITE-IN,,0
President/Vice President**,26825,45,22,Kamala D. Harris Tim Walz,Democratic,24
President/Vice President**,26825,45,22,Donald J. Trump JD Vance,Republican,51
President/Vice President**,26825,45,22,Donald J. Trump JD Vance,Conservative,2
President/Vice President**,26825,45,22,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,45,22,WRITE-IN,,0
President/Vice President**,26825,45,23,Kamala D. Harris Tim Walz,Democratic,186
President/Vice President**,26825,45,23,Donald J. Trump JD Vance,Republican,142
President/Vice President**,26825,45,23,Donald J. Trump JD Vance,Conservative,7
President/Vice President**,26825,45,23,Kamala D. Harris Tim Walz,Working Families,9
President/Vice President**,26825,45,23,WRITE-IN,,3
President/Vice President**,26825,45,24,Kamala D. Harris Tim Walz,Democratic,185
President/Vice President**,26825,45,24,Donald J. Trump JD Vance,Republican,127
President/Vice President**,26825,45,24,Donald J. Trump JD Vance,Conservative,8
President/Vice President**,26825,45,24,Kamala D. Harris Tim Walz,Working Families,8
President/Vice President**,26825,45,24,WRITE-IN,,5
President/Vice President**,26825,45,25,Kamala D. Harris Tim Walz,Democratic,35
President/Vice President**,26825,45,25,Donald J. Trump JD Vance,Republican,354
President/Vice President**,26825,45,25,Donald J. Trump JD Vance,Conservative,33
President/Vice President**,26825,45,25,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,45,25,WRITE-IN,,3
President/Vice President**,26825,45,26,Kamala D. Harris Tim Walz,Democratic,11
President/Vice President**,26825,45,26,Donald J. Trump JD Vance,Republican,118
President/Vice President**,26825,45,26,Donald J. Trump JD Vance,Conservative,3
President/Vice President**,26825,45,26,Kamala D. Harris Tim Walz,Working Families,1
President/Vice President**,26825,45,26,WRITE-IN,,0
President/Vice President**,26825,45,27,Kamala D. Harris Tim Walz,Democratic,164
President/Vice President**,26825,45,27,Donald J. Trump JD Vance,Republican,342
President/Vice President**,26825,45,27,Donald J. Trump JD Vance,Conservative,22
President/Vice President**,26825,45,27,Kamala D. Harris Tim Walz,Working Families,10
President/Vice President**,26825,45,27,WRITE-IN,,17
President/Vice President**,26825,45,28,Kamala D. Harris Tim Walz,Democratic,138
President/Vice President**,26825,45,28,Donald J. Trump JD Vance,Republican,628
President/Vice President**,26825,45,28,Donald J. Trump JD Vance,Conservative,27
President/Vice President**,26825,45,28,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,45,28,WRITE-IN,,5
President/Vice President**,26825,45,29,Kamala D. Harris Tim Walz,Democratic,24
President/Vice President**,26825,45,29,Donald J. Trump JD Vance,Republican,172
President/Vice President**,26825,45,29,Donald J. Trump JD Vance,Conservative,13
President/Vice President**,26825,45,29,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,45,29,WRITE-IN,,0
President/Vice President**,26825,45,30,Kamala D. Harris Tim Walz,Democratic,118
President/Vice President**,26825,45,30,Donald J. Trump JD Vance,Republican,281
President/Vice President**,26825,45,30,Donald J. Trump JD Vance,Conservative,7
President/Vice President**,26825,45,30,Kamala D. Harris Tim Walz,Working Families,9
President/Vice President**,26825,45,30,WRITE-IN,,10
President/Vice President**,26825,45,31,Kamala D. Harris Tim Walz,Democratic,231
President/Vice President**,26825,45,31,Donald J. Trump JD Vance,Republican,267
President/Vice President**,26825,45,31,Donald J. Trump JD Vance,Conservative,14
President/Vice President**,26825,45,31,Kamala D. Harris Tim Walz,Working Families,11
President/Vice President**,26825,45,31,WRITE-IN,,17
President/Vice President**,26825,45,32,Kamala D. Harris Tim Walz,Democratic,66
President/Vice President**,26825,45,32,Donald J. Trump JD Vance,Republican,251
President/Vice President**,26825,45,32,Donald J. Trump JD Vance,Conservative,39
President/Vice President**,26825,45,32,Kamala D. Harris Tim Walz,Working Families,3
President/Vice President**,26825,45,32,WRITE-IN,,2
President/Vice President**,26825,45,33,Kamala D. Harris Tim Walz,Democratic,45
President/Vice President**,26825,45,33,Donald J. Trump JD Vance,Republican,271
President/Vice President**,26825,45,33,Donald J. Trump JD Vance,Conservative,19
President/Vice President**,26825,45,33,Kamala D. Harris Tim Walz,Working Families,6
President/Vice President**,26825,45,33,WRITE-IN,,1
President/Vice President**,26825,45,34,Kamala D. Harris Tim Walz,Democratic,66
President/Vice President**,26825,45,34,Donald J. Trump JD Vance,Republican,162
President/Vice President**,26825,45,34,Donald J. Trump JD Vance,Conservative,15
President/Vice President**,26825,45,34,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,45,34,WRITE-IN,,1
President/Vice President**,26825,45,35,Kamala D. Harris Tim Walz,Democratic,72
President/Vice President**,26825,45,35,Donald J. Trump JD Vance,Republican,335
President/Vice President**,26825,45,35,Donald J. Trump JD Vance,Conservative,13
President/Vice President**,26825,45,35,Kamala D. Harris Tim Walz,Working Families,7
President/Vice President**,26825,45,35,WRITE-IN,,2
President/Vice President**,26825,45,36,Kamala D. Harris Tim Walz,Democratic,231
President/Vice President**,26825,45,36,Donald J. Trump JD Vance,Republican,586
President/Vice President**,26825,45,36,Donald J. Trump JD Vance,Conservative,44
President/Vice President**,26825,45,36,Kamala D. Harris Tim Walz,Working Families,15
President/Vice President**,26825,45,36,WRITE-IN,,10
President/Vice President**,26825,45,37,Kamala D. Harris Tim Walz,Democratic,96
President/Vice President**,26825,45,37,Donald J. Trump JD Vance,Republican,126
President/Vice President**,26825,45,37,Donald J. Trump JD Vance,Conservative,8
President/Vice President**,26825,45,37,Kamala D. Harris Tim Walz,Working Families,4
President/Vice President**,26825,45,37,WRITE-IN,,2
President/Vice President**,26825,45,38,Kamala D. Harris Tim Walz,Democratic,18
President/Vice President**,26825,45,38,Donald J. Trump JD Vance,Republican,75
President/Vice President**,26825,45,38,Donald J. Trump JD Vance,Conservative,7
President/Vice President**,26825,45,38,Kamala D. Harris Tim Walz,Working Families,1
President/Vice President**,26825,45,38,WRITE-IN,,1
President/Vice President**,26825,45,39,Kamala D. Harris Tim Walz,Democratic,14
President/Vice President**,26825,45,39,Donald J. Trump JD Vance,Republican,34
President/Vice President**,26825,45,39,Donald J. Trump JD Vance,Conservative,2
President/Vice President**,26825,45,39,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,45,39,WRITE-IN,,1
President/Vice President**,26825,45,40,Kamala D. Harris Tim Walz,Democratic,62
President/Vice President**,26825,45,40,Donald J. Trump JD Vance,Republican,152
President/Vice President**,26825,45,40,Donald J. Trump JD Vance,Conservative,8
President/Vice President**,26825,45,40,Kamala D. Harris Tim Walz,Working Families,1
President/Vice President**,26825,45,40,WRITE-IN,,1
President/Vice President**,26825,45,41,Kamala D. Harris Tim Walz,Democratic,132
President/Vice President**,26825,45,41,Donald J. Trump JD Vance,Republican,339
President/Vice President**,26825,45,41,Donald J. Trump JD Vance,Conservative,34
President/Vice President**,26825,45,41,Kamala D. Harris Tim Walz,Working Families,7
President/Vice President**,26825,45,41,WRITE-IN,,5
President/Vice President**,26825,45,42,Kamala D. Harris Tim Walz,Democratic,109
President/Vice President**,26825,45,42,Donald J. Trump JD Vance,Republican,170
President/Vice President**,26825,45,42,Donald J. Trump JD Vance,Conservative,9
President/Vice President**,26825,45,42,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,45,42,WRITE-IN,,1
President/Vice President**,26825,45,43,Kamala D. Harris Tim Walz,Democratic,161
President/Vice President**,26825,45,43,Donald J. Trump JD Vance,Republican,431
President/Vice President**,26825,45,43,Donald J. Trump JD Vance,Conservative,15
President/Vice President**,26825,45,43,Kamala D. Harris Tim Walz,Working Families,6
President/Vice President**,26825,45,43,WRITE-IN,,6
President/Vice President**,26825,45,44,Kamala D. Harris Tim Walz,Democratic,185
President/Vice President**,26825,45,44,Donald J. Trump JD Vance,Republican,418
President/Vice President**,26825,45,44,Donald J. Trump JD Vance,Conservative,16
President/Vice President**,26825,45,44,Kamala D. Harris Tim Walz,Working Families,12
President/Vice President**,26825,45,44,WRITE-IN,,8
President/Vice President**,26825,45,45,Kamala D. Harris Tim Walz,Democratic,170
President/Vice President**,26825,45,45,Donald J. Trump JD Vance,Republican,495
President/Vice President**,26825,45,45,Donald J. Trump JD Vance,Conservative,23
President/Vice President**,26825,45,45,Kamala D. Harris Tim Walz,Working Families,11
President/Vice President**,26825,45,45,WRITE-IN,,7
President/Vice President**,26825,45,46,Kamala D. Harris Tim Walz,Democratic,209
President/Vice President**,26825,45,46,Donald J. Trump JD Vance,Republican,285
President/Vice President**,26825,45,46,Donald J. Trump JD Vance,Conservative,5
President/Vice President**,26825,45,46,Kamala D. Harris Tim Walz,Working Families,14
President/Vice President**,26825,45,46,WRITE-IN,,23
President/Vice President**,26825,45,47,Kamala D. Harris Tim Walz,Democratic,91
President/Vice President**,26825,45,47,Donald J. Trump JD Vance,Republican,213
President/Vice President**,26825,45,47,Donald J. Trump JD Vance,Conservative,4
President/Vice President**,26825,45,47,Kamala D. Harris Tim Walz,Working Families,6
President/Vice President**,26825,45,47,WRITE-IN,,2
President/Vice President**,26825,45,48,Kamala D. Harris Tim Walz,Democratic,192
President/Vice President**,26825,45,48,Donald J. Trump JD Vance,Republican,362
President/Vice President**,26825,45,48,Donald J. Trump JD Vance,Conservative,14
President/Vice President**,26825,45,48,Kamala D. Harris Tim Walz,Working Families,11
President/Vice President**,26825,45,48,WRITE-IN,,8
President/Vice President**,26825,45,49,Kamala D. Harris Tim Walz,Democratic,81
President/Vice President**,26825,45,49,Donald J. Trump JD Vance,Republican,683
President/Vice President**,26825,45,49,Donald J. Trump JD Vance,Conservative,10
President/Vice President**,26825,45,49,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,45,49,WRITE-IN,,13
President/Vice President**,26825,45,50,Kamala D. Harris Tim Walz,Democratic,131
President/Vice President**,26825,45,50,Donald J. Trump JD Vance,Republican,316
President/Vice President**,26825,45,50,Donald J. Trump JD Vance,Conservative,16
President/Vice President**,26825,45,50,Kamala D. Harris Tim Walz,Working Families,7
President/Vice President**,26825,45,50,WRITE-IN,,4
President/Vice President**,26825,45,51,Kamala D. Harris Tim Walz,Democratic,146
President/Vice President**,26825,45,51,Donald J. Trump JD Vance,Republican,598
President/Vice President**,26825,45,51,Donald J. Trump JD Vance,Conservative,23
President/Vice President**,26825,45,51,Kamala D. Harris Tim Walz,Working Families,8
President/Vice President**,26825,45,51,WRITE-IN,,3
President/Vice President**,26825,45,52,Kamala D. Harris Tim Walz,Democratic,116
President/Vice President**,26825,45,52,Donald J. Trump JD Vance,Republican,296
President/Vice President**,26825,45,52,Donald J. Trump JD Vance,Conservative,12
President/Vice President**,26825,45,52,Kamala D. Harris Tim Walz,Working Families,7
President/Vice President**,26825,45,52,WRITE-IN,,2
President/Vice President**,26825,45,53,Kamala D. Harris Tim Walz,Democratic,83
President/Vice President**,26825,45,53,Donald J. Trump JD Vance,Republican,128
President/Vice President**,26825,45,53,Donald J. Trump JD Vance,Conservative,10
President/Vice President**,26825,45,53,Kamala D. Harris Tim Walz,Working Families,5
President/Vice President**,26825,45,53,WRITE-IN,,5
President/Vice President**,26825,45,54,Kamala D. Harris Tim Walz,Democratic,10
President/Vice President**,26825,45,54,Donald J. Trump JD Vance,Republican,10
President/Vice President**,26825,45,54,Donald J. Trump JD Vance,Conservative,1
President/Vice President**,26825,45,54,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,45,54,WRITE-IN,,0
President/Vice President**,26825,45,55,Kamala D. Harris Tim Walz,Democratic,8
President/Vice President**,26825,45,55,Donald J. Trump JD Vance,Republican,18
President/Vice President**,26825,45,55,Donald J. Trump JD Vance,Conservative,2
President/Vice President**,26825,45,55,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,45,55,WRITE-IN,,0
President/Vice President**,26825,45,56,Kamala D. Harris Tim Walz,Democratic,0
President/Vice President**,26825,45,56,Donald J. Trump JD Vance,Republican,0
President/Vice President**,26825,45,56,Donald J. Trump JD Vance,Conservative,0
President/Vice President**,26825,45,56,Kamala D. Harris Tim Walz,Working Families,0
President/Vice President**,26825,45,56,WRITE-IN,,0
President/Vice President**,26825,46,1,Kamala D. Harris Tim Walz,Democratic,307
President/Vice President**,26825,46,1,Donald J. Trump JD Vance,Republican,237
President/Vice President**,26825,46,1,Donald J. Trump JD Vance,Conservative,30
President/Vice President**,26825,46,1,Kamala D. Harris Tim Walz,Working Families,34
President/Vice President**,26825,46,1,WRITE-IN,,26
President/Vice President**,26825,46,2,Kamala D. Harris Tim Walz,Democratic,318
President/Vice President**,26825,46,2,Donald J. Trump JD Vance,Republican,190
President/Vice President**,26825,46,2,Donald J. Trump JD Vance,Conservative,17
President/Vice President**,26825,46,2,Kamala D. Harris Tim Walz,Working Families,41
President/Vice President**,26825,46,2,WRITE-IN,,36
President/Vice President**,26825,46,3,Kamala D. Harris Tim Walz,Democratic,437
President/Vice President**,26825,46,3,Donald J. Trump JD Vance,Republican,199
President/Vice President**,26825,46,3,Donald J. Trump JD Vance,Conservative,35
President/Vice President**,26825,46,3,Kamala D. Harris Tim Walz,Working Families,59
President/Vice President**,26825,46,3,WRITE-IN,,27
President/Vice President**,26825,46,4,Kamala D. Harris Tim Walz,Democratic,386
President/Vice President**,26825,46,4,Donald J. Trump JD Vance,Republican,216
President/Vice President**,26825,46,4,Donald J. Trump JD Vance,Conservative,30
President/Vice President**,26825,46,4,Kamala D. Harris Tim Walz,Working Families,55
President/Vice President**,26825,46,4,WRITE-IN,,33
President/Vice President**,26825,46,5,Kamala D. Harris Tim Walz,Democratic,398
President/Vice President**,26825,46,5,Donald J. Trump JD Vance,Republican,333
President/Vice President**,26825,46,5,Donald J. Trump JD Vance,Conservative,34
President/Vice President**,26825,46,5,Kamala D. Harris Tim Walz,Working Families,37
President/Vice President**,26825,46,5,WRITE-IN,,30
President/Vice President**,26825,46,6,Kamala D. Harris Tim Walz,Democratic,361
President/Vice President**,26825,46,6,Donald J. Trump JD Vance,Republican,410
President/Vice President**,26825,46,6,Donald J. Trump JD Vance,Conservative,26
President/Vice President**,26825,46,6,Kamala D. Harris Tim Walz,Working Families,34
President/Vice President**,26825,46,6,WRITE-IN,,25
President/Vice President**,26825,46,7,Kamala D. Harris Tim Walz,Democratic,355
President/Vice President**,26825,46,7,Donald J. Trump JD Vance,Republican,347
President/Vice President**,26825,46,7,Donald J. Trump JD Vance,Conservative,34
President/Vice President**,26825,46,7,Kamala D. Harris Tim Walz,Working Families,37
President/Vice President**,26825,46,7,WRITE-IN,,37
President/Vice President**,26825,46,8,Kamala D. Harris Tim Walz,Democratic,341
President/Vice President**,26825,46,8,Donald J. Trump JD Vance,Republican,233
President/Vice President**,26825,46,8,Donald J. Trump JD Vance,Conservative,30
President/Vice President**,26825,46,8,Kamala D. Harris Tim Walz,Working Families,38
President/Vice President**,26825,46,8,WRITE-IN,,28
President/Vice President**,26825,46,9,Kamala D. Harris Tim Walz,Democratic,264
President/Vice President**,26825,46,9,Donald J. Trump JD Vance,Republican,134
President/Vice President**,26825,46,9,Donald J. Trump JD Vance,Conservative,18
President/Vice President**,26825,46,9,Kamala D. Harris Tim Walz,Working Families,32
President/Vice President**,26825,46,9,WRITE-IN,,5
President/Vice President**,26825,46,10,Kamala D. Harris Tim Walz,Democratic,434
President/Vice President**,26825,46,10,Donald J. Trump JD Vance,Republican,296
President/Vice President**,26825,46,10,Donald J. Trump JD Vance,Conservative,24
President/Vice President**,26825,46,10,Kamala D. Harris Tim Walz,Working Families,47
President/Vice President**,26825,46,10,WRITE-IN,,48
President/Vice President**,26825,46,11,Kamala D. Harris Tim Walz,Democratic,117
President/Vice President**,26825,46,11,Donald J. Trump JD Vance,Republican,76
President/Vice President**,26825,46,11,Donald J. Trump JD Vance,Conservative,5
President/Vice President**,26825,46,11,Kamala D. Harris Tim Walz,Working Families,8
President/Vice President**,26825,46,11,WRITE-IN,,6
President/Vice President**,26825,46,12,Kamala D. Harris Tim Walz,Democratic,525
President/Vice President**,26825,46,12,Donald J. Trump JD Vance,Republican,389
President/Vice President**,26825,46,12,Donald J. Trump JD Vance,Conservative,33
President/Vice President**,26825,46,12,Kamala D. Harris Tim Walz,Working Families,39
President/Vice President**,26825,46,12,WRITE-IN,,28
President/Vice President**,26825,46,13,Kamala D. Harris Tim Walz,Democratic,486
President/Vice President**,26825,46,13,Donald J. Trump JD Vance,Republican,361
President/Vice President**,26825,46,13,Donald J. Trump JD Vance,Conservative,44
President/Vice President**,26825,46,13,Kamala D. Harris Tim Walz,Working Families,37
President/Vice President**,26825,46,13,WRITE-IN,,36
